name,clustcoef,numNotes,numUniqueNotes,numEdges,connected,diameter,avgpathlen
"Dundonnachie Stomp, The",0.04732725746796368,256,8,29,True,3,1.625
"Duntroon",0.03529533667683104,229,22,65,True,7,2.8722943722943723
"East Wood Cottage",0.10656343847185441,104,15,29,True,7,3.1476190476190475
"Easy Club Reel, The",0.1923182353667176,242,10,34,True,5,2.077777777777778
"Egg and the Fiddle, The",0.07332392528238953,120,12,39,False,NA,NA
"Eight Men of Moidart, The",0.04093780751795202,241,24,77,True,6,2.657608695652174
"Eruption",0.05551616304095871,452,13,44,True,4,2.1025641025641026
"Fairy Dance, The",0.055503590871172445,114,19,37,True,8,3.3801169590643276
"Farewell to Erin",0.026949260774237895,120,22,48,True,7,3.134199134199134
"Farmer's Daughter, The aka Aberarder Rant, The",0.10160547891684976,214,13,36,True,5,2.2948717948717947
"Finn McCool's Road To Nowhere",0.16176552138091946,224,11,34,True,4,2.0454545454545454
"Fiona MacLeod",0.04916912381453181,214,19,59,True,7,2.760233918128655
"Frozen In Motion",0.0,238,19,53,True,6,2.9766081871345027
"Full Throttle",0.019964224503942755,114,18,34,True,8,3.5588235294117645
"Galtee Rangers, The",0.07570564145517089,200,12,37,False,NA,NA
"Galway Bay, The",0.07911233574010368,224,16,47,True,5,2.433333333333333
"Gary's Wee Reel",0.05818898733162138,124,16,28,True,9,3.8666666666666667
"Gilligan's Singing Pipes",0.1497377292697617,245,10,47,True,4,1.6111111111111112
"Gordon's Castle",0.12977792711439826,375,17,70,True,6,2.389705882352941
"Granny Duncan",0.013225495015405214,110,20,38,True,8,3.705263157894737
"Gravel Path, The",0.1388087581224077,168,11,31,True,4,2.0636363636363635
"Gravel Walk Remix, The",0.1274516764803163,264,15,37,True,6,2.533333333333333
"Gravel Walk",0.14096509390958742,119,13,31,False,NA,NA
"Gravity Wave Surfer",0.12415003491588886,110,14,47,True,4,2.181318681318681
"Griffin, The",0.14306294192414304,230,11,30,True,6,2.481818181818182
"Hawk In The Gaggle, The",0.028978999565134157,221,22,54,True,7,3.132034632034632
"High Road to Linton, The",0.07098314699085666,108,19,37,True,9,3.5672514619883042
"Hurlocks Reel",0.06836846252671808,198,11,29,False,NA,NA
"Jack Daniels Reel",0.09734667867327376,114,14,43,True,5,2.181318681318681
"Jacky Latin",0.07508183504359518,362,17,56,True,4,2.1911764705882355
"Jennifer's Destitution",0.12190160361986042,332,13,54,True,3,1.8653846153846154
"Joannie On The Coast",0.18805168473639172,256,10,50,True,3,1.6444444444444444
"Jock Wilson's Ball",0.03209641528936354,97,21,43,True,7,3.261904761904762
"John Johnny Mick's",0.10494658856162148,112,11,33,True,5,2.090909090909091
"John McKechnie's Big Reel",0.033385311400858236,328,26,109,True,4,2.273846153846154
"Johnnie MacDonald's Reel",0.03374680705059907,240,23,87,True,5,2.3300395256916997
"Kate Dalrympyle",0.012192555264376253,111,24,48,True,8,3.472826086956522
"Kayla Pitster",0.11472730375169753,221,12,31,True,5,2.3863636363636362
"Kelsey's Wee Reel",0.13327753155327132,121,9,26,True,3,1.8333333333333333
"Keltan's Reel",0.14186658434222102,121,12,24,True,5,2.4166666666666665
"Kirby Sisters, The",0.03993235953958836,236,22,64,True,7,2.831168831168831
"Kiss The Train Goodbye",0.027246558464590506,292,21,67,True,9,3.580952380952381
"Lady Dorothea Stewart Murray",0.02135328208120458,103,20,38,True,8,3.581578947368421
"Last Night's Fun",0.14903116893311066,96,14,36,True,5,2.302197802197802
"Latvian Menace, The",0.06990692262171065,117,12,32,True,5,2.272727272727273
"Legless in Lisburn",0.07944562436595079,237,13,50,True,4,2.108974358974359
"Leslie Close",0.09141547960470785,473,13,57,True,5,1.9487179487179487
"Lexie McAskill",0.048601897772229986,215,19,46,True,7,3.0964912280701755
"Loch Carron",0.034934407662018704,416,22,64,True,6,2.74025974025974
"Lt Col D.J.S. Murray",0.04164359170671628,222,23,79,True,5,2.5177865612648223
"MacAllister's Dirk",0.03293442691631454,339,24,94,True,5,2.3152173913043477
"MacKay From Skye",0.02388200552620588,224,24,62,True,9,3.3315217391304346
"Maggie's Pancakes",0.07170280839566806,240,11,38,True,4,2.081818181818182
"Mairgeanin Suantac",0.1181190179621342,116,12,36,True,4,2.0757575757575757
"Major David Manson",0.04215688156256832,226,26,74,False,NA,NA
"Major Keneth Lumsden",0.10341546121573328,254,18,59,True,5,2.3758169934640523
"Manic Pixie",0.10305592810277353,112,14,42,False,NA,NA
"Marion And Donald",0.008950490383962444,113,20,36,True,10,3.9078947368421053
"Marquis of Tullibardine",0.07240304210686899,184,17,50,True,5,2.3308823529411766
"Mary's Reel",0.1061045571630369,124,10,29,True,5,2.2333333333333334
"Mason's Ape, The",0.0764630601826912,481,16,52,False,NA,NA
"Mason's Apron, The",0.10471954560848896,466,14,55,True,5,2.0549450549450547
"Maximum Over Drive",0.06553236478716891,212,12,38,True,7,2.734848484848485
"Meghan's Reel",0.10466729716330057,484,22,70,False,NA,NA
"Merlin's Broken Wand",0.10945742759812412,116,10,30,True,4,2.0
"Misfit In Tibet, The",0.3074078805884262,250,11,46,True,4,1.7727272727272727
"Miss Erskine of Alva",0.1622841669531074,117,12,39,True,4,2.0984848484848486
"Miss Girdle",0.04649167645247125,109,14,31,True,6,2.67032967032967
"Miss Janet Jeffray",0.060011313262722715,117,12,36,True,4,2.106060606060606
"Miss Proud",0.07793140129975694,231,21,69,True,5,2.3833333333333333
"Molly on the Shore",0.06541612685428035,121,18,31,True,12,4.15359477124183
"Mrs. Beckingham",0.039218045294995466,341,21,77,True,4,2.219047619047619
"Mrs. MacLeod of Raasay (4 parts)",0.04040996137944499,246,11,35,True,4,1.981818181818182
"Mrs. MacLeod of Raasay",0.05443843911308502,118,15,40,False,NA,NA
"Murdoch MacAlister",0.02902073626154165,110,18,49,True,5,2.549019607843137
"Night Piper, The",0.09300440527452104,110,12,31,False,NA,NA
"O'Rourkes",0.08714473857737548,116,17,42,True,6,2.6691176470588234
"Orange Walk",0.09860709729494557,216,10,29,True,5,2.111111111111111
"Over The Isles To America",0.05863903447545029,230,23,67,False,NA,NA
"Pegasus Does His Fling",0.01631013661754812,190,23,59,True,7,3.1264822134387353
"Pigeon on the Gate, The",0.0,163,23,38,True,9,4.104743083003952
"Pipe Major's Daughter, The",0.01623311204675005,165,11,23,True,5,2.5545454545454547
"Piper Demon Reel, The",0.03033810622638576,363,17,77,True,4,2.0955882352941178
"Piper of Drummond, The",0.09076122064249643,104,12,20,False,NA,NA
"Pretty Marion",0.03400879734950474,467,19,66,True,6,2.3362573099415203
"Princess of Wales, The",0.05288929715954828,115,16,39,True,5,2.6083333333333334
"Proud Keepers",0.10112557855265698,231,12,38,False,NA,NA
"Pumpkin Swing, The",0.08165941541386827,220,14,46,True,4,2.1483516483516483
"Raven's Rock",0.05609058130391293,114,18,37,True,8,3.303921568627451
"Reconcilliation, The",0.13119951975896532,246,10,36,True,4,1.8222222222222222
"Red Cottage Reel, The",0.054809000000134445,250,10,40,True,5,1.9
"Reel Cookin'",0.0,176,7,14,True,5,2.4285714285714284
"Reel Me In",0.08861116818779285,128,9,35,True,3,1.6944444444444444
"Reel O' Tulloch",0.044293214681097356,146,14,30,True,7,3.0714285714285716
"Reel of the Canadian Scottish, The",0.18525429475287478,100,13,31,False,NA,NA
"Reel Of The MacFarlanes, The",0.016192348941521804,123,18,44,True,8,3.045751633986928
"Reel of the MacFarlanes",0.016192348941521804,123,18,44,True,8,3.045751633986928
"Reel",0.03176905301862689,125,18,47,True,7,2.8137254901960786
"Rejected Suitor, The",0.030929304131726638,233,24,76,False,NA,NA
"Richard Dwyer's",0.10041249299572909,248,11,31,True,4,2.1545454545454548
"Righil Thulaichean",0.07899287502655616,139,10,37,True,3,1.711111111111111
"Roxborough Castle",0.048516034394282016,210,13,34,True,4,2.2628205128205128
"Rush Hour",0.13998122355685585,236,12,46,True,5,2.022727272727273
"Sandy Duff",0.03538940125535473,123,22,41,False,NA,NA
"Scotland the Brave Reel",0.08043255206693588,122,11,29,False,NA,NA
"Shovel Tongue",0.10258633825085609,232,10,38,True,4,1.9111111111111112
"Sister's Reel",0.1210757321587419,238,13,39,False,NA,NA
"Smith of Chillichassie, The",0.04765392822830684,522,14,54,True,4,2.021978021978022
"Smith of Chilliechassie, The",0.030582665981722032,345,22,81,True,5,2.2705627705627704
"Smitty the Pencil Thief",0.10489467191475689,104,12,26,True,5,2.5303030303030303
"Solus Lillis' Reel",0.22880488473056998,73,7,19,True,4,1.7619047619047619
"Speed the Plough",0.06554647056582918,126,17,55,False,NA,NA
"Spider, The",0.15339491871126995,240,12,40,True,4,1.9848484848484849
"Staff Room Of Doom",0.08358023899661518,181,11,31,True,5,2.3636363636363638
"Suzan Elizabeth's Reel",0.042166648476395896,115,12,28,False,NA,NA
"Swallow-Tailed Coat, The",0.13238070150920914,120,11,32,True,5,2.290909090909091
"T's Reel",0.1367127120646782,158,14,38,True,5,2.3626373626373627
"Tailor's Daughter, The",0.029354735097149746,200,31,53,True,14,5.604301075268817
"Thin Man, The",0.1019599270233338,188,11,30,True,4,2.227272727272727
"Thomson's Dirk",0.06824948346087703,232,21,64,True,6,2.5595238095238093
"Three Hour Visit, The",0.11739994067472243,243,8,36,True,2,1.4285714285714286
"Tired Are We Carrying aka Gur Ann Sgith Taruinn Sinn",0.01683669185536293,111,17,37,False,NA,NA
"Tony's Timetable",0.07458406302949179,223,15,47,False,NA,NA
"Traditional Reel - 4 Parts",0.03279745838028553,208,19,46,True,6,2.845029239766082
"Traditional Reel",0.0343356226076352,104,19,34,False,NA,NA
"Tripping up the Stairs",0.12915036778205433,109,12,40,True,4,2.007575757575758
"Troll Toss, The",0.1129278966388334,514,13,54,False,NA,NA
"Unknown Reel From Logan's Tutor",0.1345572596742188,122,10,36,True,3,1.788888888888889
"Upside Down At Eden Court",0.071715518556155,358,11,41,False,NA,NA
"Wee Crabbit Features",0.14087272898999814,107,9,25,True,4,1.9305555555555556
"Wee Red Casket, The",0.22100152704083584,257,9,38,True,3,1.5833333333333333
"Where's Ma Mace",0.071715518556155,358,11,41,False,NA,NA
"Will You Go To The Isle Of Skye",0.08495754514126312,130,19,47,False,NA,NA
"Willie Cummings Rant",0.027859418643189998,227,17,41,True,7,2.823529411764706
"Wise Maid, The",0.13161650134766187,236,10,36,True,3,1.7666666666666666
"York Reel, The",0.04098741168188003,119,13,30,True,7,2.7756410256410255
